Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
Call of Duty: WWII,2017.0,SledgehammerGames,Action;Shooter;First-Person;Arcade,PlayStation4,79.0,4.2,Up to 18 
Noitu Love: Devolution,2016.0,"Konjak,MP2Games",Action;Beat-'Em-Up;2D,WiiU,79.0,7.2,not specified
Extreme Exorcism,2015.0,GoldenRubyGames,Action;Platformer;2D,WiiU,79.0,6.5,not specified
CastleStorm,2013.0,ZenStudios,Strategy;General;General,PlayStationVita,79.0,7.4,2 
Rift: Storm Legion,2012.0,TrionWorlds,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,79.0,7.8,not specified
Shadow Warrior 2,2016.0,FlyingWildHog,Action;Shooter;First-Person;Arcade,PC,78.0,8.2,Online Multiplayer
Apotheon,2015.0,Alientrap,Platformer;2D;Platformer;Action;Beat-'Em-Up;2D,PC,78.0,7.8,not specified
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,2016.0,TelltaleGames,Action;Adventure;General;Point-and-Click,XboxOne,78.0,6.3,not specified
Need for Speed: Most Wanted - A Criterion Game,2012.0,CriterionGames,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,78.0,4.4,not specified
The Walking Dead: Season Two Episode 1 - All That Remains,2013.0,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PC,78.0,8.5,not specified
DG2: Defense Grid 2,2014.0,HiddenPathEntertainment,Strategy;Real-Time;General;Defense,XboxOne,78.0,7.0,not specified
The Journey Down: Chapter Two,2014.0,SkyGoblin,Adventure;General,PC,78.0,7.1,No Online Multiplayer
Muramasa Rebirth,2013.0,Vanillaware,Role-Playing;Action RPG;Action RPG,PlayStationVita,78.0,8.4,not specified
Pinball FX3,2017.0,ZenStudios,Action;Pinball,PlayStation4,78.0,5.3,not specified
The Lion's Song,2016.0,Mi'pu'miGames,Adventure;General;Point-and-Click,PC,78.0,7.9,not specified
This War of Mine: The Little Ones,2016.0,11bitstudios,Strategy;Real-Time;General,XboxOne,78.0,7.8,not specified
Xanadu Next,2016.0,Falcom,Role-Playing;Action RPG,PC,78.0,7.9,No Online Multiplayer
Obliteracers,2016.0,"SpaceDustStudios,VarkianEmpire",Racing;Arcade;Futuristic,PC,78.0,7.7,not specified
ZEN Pinball 2: Balls of Glory,2015.0,ZenStudios,Action;Pinball,PlayStation4,78.0,6.2,not specified
Layers of Fear,2016.0,BlooberTeam,Adventure;3D;First-Person,XboxOne,78.0,7.3,not specified
Baldur's Gate: Enhanced Edition,2012.0,OverhaulGames,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,78.0,6.6,No Online Multiplayer
DeathSmiles,2016.0,Cave,Action;Shooter;Shoot-'Em-Up;Horizontal,PC,78.0,7.9,No Online Multiplayer
NHL 17,2016.0,"EACanada,EAVancouver",Sports;Team;Ice Hockey;Sim,PlayStation4,78.0,5.6,Up to 12 
The Sims 4: City Living,2016.0,Maxis,Simulation;Virtual;Virtual Life,PC,78.0,5.8,not specified
Doki Doki Literature Club!,2017.0,TeamSalvato,Adventure;Visual Novel,PC,78.0,8.4,not specified
Fallout 4 VR,2017.0,BethesdaGameStudios,Role-Playing;Western-Style,PC,78.0,5.1,No Online Multiplayer
Transformers: Fall of Cybertron,2012.0,"HighMoonStudios,MercenaryTechnologies",Action;General;General;Shooter;Third-Person;Arcade,PC,78.0,7.9,not specified
Vanquish,2017.0,PlatinumGames,Action;Shooter;Third-Person;Arcade,PC,78.0,9.1,No Online Multiplayer
Yoshi's Woolly World,2015.0,Good-Feel,Action Adventure;Platformer;2D;Fantasy;Action;Platformer;2D,WiiU,78.0,8.5,not specified
Stellaris,2016.0,ParadoxDevelopmentStudio,Strategy;Real-Time;General,PC,78.0,8.0,not specified
Super Rude Bear Resurrection,2017.0,AlexRose,Action;Platformer;2D,PlayStation4,78.0,2.8,not specified
King's Quest Chapter 5: The Good Knight,2016.0,TheOddGentlemen,Adventure;General,PlayStation4,78.0,5.1,not specified
Hatsune Miku: Project Diva X,2016.0,Sega,Action;Rhythm;Music,PlayStation4,78.0,7.3,No Online Multiplayer
DeadCore,2013.0,5-BitsGames,Action;Shooter;First-Person;Sci-Fi;Arcade,PC,78.0,6.8,No Online Multiplayer
The Walking Dead: Season Two Episode 5 - No Going Back,2014.0,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PC,78.0,8.5,not specified
Overcooked!,2016.0,GhostTownGamesLtd.,Action;Simulation;Arcade;Virtual;Career,PlayStation4,78.0,7.7,not specified
Grand Kingdom,2016.0,SpikeChunsoft,Strategy;Turn-Based;Tactics,PlayStation4,78.0,7.6,Online Multiplayer
Wuppo,2016.0,Knuist&Perzik,Action;Platformer;2D,PC,78.0,8.4,No Online Multiplayer
For Honor,2017.0,UbisoftMontreal,Action Adventure;General,PlayStation4,78.0,6.1,Up to 8 
The Disney Afternoon Collection,2017.0,Capcom,Miscellaneous;Compilation,PC,78.0,6.1,not specified
MotorStorm RC,2012.0,EvolutionStudios,Driving;Racing;Simulation;Arcade;Rally / Offroad;Rally / Offroad;Automobile,PlayStationVita,78.0,6.8,not specified
Teleglitch: Die More Edition,2013.0,JohammTael&MihkelTael,Action;Shooter;Shooter;Third-Person;Shoot-'Em-Up;Sci-Fi;Sci-Fi;Top-Down,PC,78.0,7.0,not specified
Zero Escape: Zero Time Dilemma,2016.0,SpikeChunsoft,Adventure;Visual Novel,PC,78.0,8.3,No Online Multiplayer
LEGO Marvel Super Heroes,2013.0,TTGames,Action Adventure;Fantasy;General;Fantasy,PC,78.0,8.2,No Online Multiplayer
Observer,2017.0,BlooberTeam,Adventure;3D;First-Person,PC,78.0,7.8,No Online Multiplayer
1001 Spikes,2014.0,Nicalis,Action;Platformer;Platformer;2D;2D,PlayStation4,78.0,6.6,not specified
Skylanders Imaginators,2016.0,ToysforBob,Action;Platformer;3D,XboxOne,78.0,5.5,not specified
Ken Follett's The Pillars of the Earth,2017.0,DaedalicEntertainment,Adventure;Visual Novel,PC,78.0,7.8,No Online Multiplayer
Shadow Warrior 2,2017.0,FlyingWildHog,Action;Shooter;First-Person;Arcade,XboxOne,78.0,6.6,not specified
Swords & Soldiers HD,2014.0,TwoTribes,Strategy;General,WiiU,78.0,6.3,not specified
LEGO Star Wars: The Force Awakens,2016.0,TTGames,Action Adventure;General,PlayStation4,78.0,7.6,No Online Multiplayer
Dungeon of the Endless,2016.0,AmplitudeStudios,Strategy;Real-Time;General,XboxOne,78.0,5.7,not specified
Unravel,2016.0,ColdwoodInteractive,Action;Platformer;2D,PlayStation4,78.0,8.2,not specified
Blackwood Crossing,2017.0,PaperSeven,Adventure;General,XboxOne,78.0,7.0,No Online Multiplayer
Candleman,2017.0,SpotlightorInteractive,Action;Platformer;3D,XboxOne,78.0,6.9,not specified
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,2016.0,TelltaleGames,Action;Adventure;General;Point-and-Click,XboxOne,78.0,6.2,not specified
Mary Skelter: Nightmares,2017.0,CompileHeart,Role-Playing;Action RPG;Roguelike,PlayStationVita,78.0,8.7,No Online Multiplayer
Stealth Inc: A Clone in the Dark,2013.0,CurveStudios,Action;Platformer;Platformer;2D;2D,PlayStationVita,78.0,8.0,not specified
Forma.8,2017.0,MixedBagSrl,Action;Platformer;2D,PlayStation4,78.0,5.1,not specified
Sniper Elite 4,2017.0,Rebellion,Action;Shooter;First-Person;Tactical,PC,78.0,7.1,not specified
Chaos on Deponia,2012.0,DaedalicEntertainment,Adventure;General;General,PC,78.0,8.3,No Online Multiplayer
"That Dragon, Cancer",2016.0,NuminousGames,General;Adventure;General,PC,78.0,6.1,not specified
Human Resource Machine,2015.0,TomorrowCorporation,Puzzle;General,PC,78.0,8.2,No Online Multiplayer
Adventures of Pip,2015.0,TicTocGames,Action;Platformer;2D,WiiU,78.0,7.7,not specified
LISA,2014.0,Dingaling,Action;Role-Playing;General,PC,78.0,8.7,No Online Multiplayer
OlliOlli,2014.0,TomHegarty,Sports;Alternative;Individual;Skateboarding;Skate / Skateboard,PC,78.0,6.7,not specified
Strider,2014.0,DoubleHelixGames,Action Adventure;Fantasy;General;Fantasy,PC,78.0,7.5,No Online Multiplayer
Dead Space 3,2013.0,VisceralGames,Action;Action Adventure;Shooter;Shooter;Linear;Third-Person;Sci-Fi;Sci-Fi,PC,78.0,6.1,not specified
The Wonderful 101,2013.0,PlatinumGames,Action;General;General,WiiU,78.0,8.6,Online Multiplayer
NHL 16,2015.0,"EASports,EACanada",Sports;Team;Ice Hockey;Sim,PlayStation4,78.0,5.5,Up to 12 
Rock Band 4,2015.0,HarmonixMusicSystems,Action;Rhythm;Music,PlayStation4,78.0,6.3,Up to 4 
Dragon's Dogma: Dark Arisen,2017.0,Capcom,Role-Playing;Action RPG,PlayStation4,78.0,8.3,No Online Multiplayer
Mushroom 11,2015.0,Untame,Action;Platformer;2D,PC,78.0,7.2,not specified
Killzone: Mercenary,2013.0,GuerillaCambridge,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStationVita,78.0,8.9,not specified
Tropico 4: Modern Times,2012.0,"Haemimont,HaemimontGames",Strategy;Tycoon;Management;Tycoon;Government,PC,78.0,7.9,not specified
Don't Starve: Console Edition,2014.0,KleiEntertainment,Action Adventure;Fantasy;General;Fantasy;Sandbox,PlayStation4,78.0,7.1,not specified
Ken Follett's The Pillars of the Earth,2017.0,Kalypso,Adventure;Visual Novel,XboxOne,78.0,7.0,not specified
Super Cloudbuilt,2017.0,"Coilworks,DoubleEleven",Action Adventure;General,PlayStation4,78.0,6.6,not specified
Hand of Fate,2015.0,DefiantDevelopment,Role-Playing;Miscellaneous;General;Board / Card Game,PC,78.0,7.8,No Online Multiplayer
Heavy Rain & Beyond: Two Souls Collection,2016.0,QuanticDream,Miscellaneous;Compilation,PlayStation4,78.0,8.4,not specified
RIGS: Mechanized Combat League,2016.0,GuerillaCambridge,Simulation;Vehicle;Combat,PlayStation4,78.0,7.6,Up to 6 
DiRT 4,2017.0,Codemasters,Racing;Simulation;Automobile,PC,78.0,5.8,Online Multiplayer
Marvel's Guardians of the Galaxy: The Telltale Series,2017.0,TelltaleGames,Action;Adventure;General;3D;Third-Person,PC,78.0,7.3,No Online Multiplayer
Avernum 2: Crystal Souls,2015.0,SpiderwebSoftware,PC-style RPG;Role-Playing;Western-Style,PC,78.0,8.3,No Online Multiplayer
Watch Dogs,2014.0,UbisoftMontreal,Action Adventure;Modern;General;Modern;Open-World,XboxOne,78.0,5.9,Up to 8 
Elemental: Fallen Enchantress,2012.0,Stardock,Strategy;Turn-Based;Fantasy;General,PC,78.0,7.3,not specified
Heavy Rain,2016.0,"QuanticDream,Virtuos",Adventure;3D;Third-Person,PlayStation4,78.0,7.9,not specified
Electronic Super Joy,2015.0,MichaelToddGames,Action;Rhythm;Platformer;2D;Music,WiiU,78.0,6.8,not specified
So Many Me,2014.0,ExtendInteractive,Miscellaneous;Action;Puzzle;Puzzle;Action,PC,78.0,7.1,No Online Multiplayer
Baldur's Gate II: Enhanced Edition,2013.0,OverhaulGames,PC-style RPG;Role-Playing;PC-style RPG;Western-Style,PC,78.0,7.3,not specified
Sonic & All-Stars Racing Transformed,2012.0,SumoDigital,Driving;Racing;Arcade;Kart;Other;Kart,WiiU,78.0,8.0,Up to 10 
Fallout 4: Far Harbor,2016.0,BethesdaGameStudios,Role-Playing;Western-Style,XboxOne,78.0,6.4,not specified
Skylanders Trap Team,2014.0,ToysforBob,Action;Platformer;3D,XboxOne,78.0,7.1,not specified
Disgaea 3: Absence of Detention,2012.0,NipponIchiSoftware,Strategy;Turn-Based;Fantasy;Fantasy;Tactics,PlayStationVita,78.0,7.6,1 Player
GRID Autosport,2014.0,Codemasters,Driving;Racing;Simulation;GT / Street;Automobile,PC,78.0,6.3,not specified
Disney Infinity 3.0 Edition,2015.0,AvalancheSoftware,Action Adventure;General,XboxOne,78.0,5.7,not specified
Call of Duty: Ghosts,2013.0,InfinityWard,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,XboxOne,78.0,4.3,Up to 18 
The Walking Dead: Season Two Episode 4 - Amid the Ruins,2014.0,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PC,78.0,8.1,not specified
Assassin's Creed Syndicate,2015.0,UbisoftQuebec,Historic;Action Adventure;Open-World,XboxOne,78.0,6.2,No Online Multiplayer
Hearthstone: Curse of Naxxramas,2014.0,BlizzardEntertainment,Strategy;Miscellaneous;Turn-Based;Card Battle,PC,78.0,6.5,not specified
Worms W.M.D,2016.0,Team17,Strategy;Turn-Based;Artillery,PlayStation4,78.0,7.1,Up to 6 
Oreshika: Tainted Bloodlines,2015.0,AlfaSystem,Role-Playing;General,PlayStationVita,78.0,8.0,not specified
Darknet,2017.0,ArchiactInteractiveLtd.,Puzzle;General,PlayStation4,78.0,4.6,No Online Multiplayer
Amnesia Collection,2016.0,FrictionalGames,Miscellaneous;Compilation,PlayStation4,78.0,7.3,not specified
Life is Strange: Episode 2 - Out of Time,2015.0,DONTNODEntertainment,Action Adventure;General,PlayStation4,78.0,8.3,not specified
Skylanders Trap Team,2014.0,ToysforBob,Action;Platformer;3D,PlayStation4,78.0,5.5,not specified
Call of Duty: Ghosts,2013.0,InfinityWard,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation4,78.0,3.8,Up to 18 
The Banner Saga 2,2016.0,Stoic,Role-Playing;General;Strategy;Turn-Based;Tactics,PlayStation4,78.0,7.5,not specified
Plants vs Zombies: Garden Warfare,2014.0,PopCap,General;Action;General;Shooter;Third-Person;Tactical,PC,78.0,7.8,not specified
Melty Blood: Actress Again Current Code,2016.0,"Ecole,French-Bread",Action;Fighting;2D,PC,78.0,8.2,not specified
Thomas Was Alone,2013.0,MikeBithell,Action;Platformer;Platformer;2D;2D,PlayStationVita,78.0,6.7,not specified
Little Nightmares,2017.0,TarsierStudios,Action Adventure;General;Linear,PlayStation4,78.0,7.9,not specified
PlanetSide 2,2015.0,"SonyOnlineEntertainment,DaybreakGames",Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Tactical;Arcade,PlayStation4,78.0,7.1,not specified
Offworld Trading Company,2016.0,MohawkGames,Strategy;Real-Time;Management;General;Business / Tycoon,PC,78.0,7.3,Online Multiplayer
Atelier Shallie Plus: Alchemists of the Dusk Sea,2017.0,Gust,Role-Playing;Japanese-Style,PlayStationVita,78.0,7.7,not specified
Wargame: Red Dragon,2014.0,EugenSystems,Strategy;Real-Time;Historic;Tactics,PC,78.0,8.0,not specified
This War of Mine: The Little Ones,2016.0,11bitstudios,Strategy;Real-Time;General,PlayStation4,78.0,7.5,not specified
Samurai Gunn,2013.0,BeauBlyth,General;Action;General,PC,78.0,7.8,No Online Multiplayer
The Walking Dead: 400 Days,2013.0,TelltaleGames,Action;Miscellaneous;Adventure;General;Compilation;Point-and-Click,PC,78.0,7.6,not specified
Fortnite,2017.0,EpicGames,Action;Shooter;Third-Person;Tactical,PlayStation4,78.0,4.2,Massively Multiplayer
Oxenfree,2016.0,NightSchoolStudio,Action Adventure;Adventure;General,XboxOne,78.0,7.3,not specified
Dead Rising 3,2013.0,CapcomVancouver,General;Action;Action Adventure;General;Open-World,XboxOne,78.0,6.9,2 
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,2015.0,TelltaleGames,Adventure;General,PlayStation4,78.0,7.7,not specified
RiME,2017.0,"TequilaWorks,QLOC",Action;Adventure;General;3D;Third-Person,PC,78.0,6.9,No Online Multiplayer
Hue,2016.0,FiddlesticksGames,Puzzle;Action,XboxOne,78.0,7.2,not specified
Deadlight,2012.0,TequilaWorks,Action;General;Platformer;Platformer;2D;2D,PC,78.0,7.4,not specified
Galak-Z: The Dimensional,2015.0,17-Bit,Action;Shooter;Shoot-'Em-Up;Vertical,PC,78.0,6.3,No Online Multiplayer
Star Trek: Bridge Crew,2017.0,"Ubisoft,RedStormEntertainment",Action Adventure;General,PC,78.0,7.6,Online Multiplayer
ABZU,2016.0,GiantSquid,Fantasy;Action Adventure;Adventure;General;3D;Third-Person,PlayStation4,78.0,7.6,No Online Multiplayer
Bad Apple Wars,2017.0,Otomate,Adventure;Visual Novel,PlayStationVita,78.0,7.6,not specified
Toki Tori 2 +,2016.0,TwoTribes,Puzzle;Action,PlayStation4,78.0,5.6,not specified
Joe Dever's Lone Wolf HD Remastered,2014.0,ForgeReply,Action;Adventure;General,PC,78.0,6.9,No Online Multiplayer
Life is Strange: Before the Storm - Episode 1: Awake,2017.0,DeckNineGames,Action Adventure;General,PlayStation4,78.0,7.7,not specified
Call of Duty: Infinite Warfare,2016.0,InfinityWard,Action;Shooter;First-Person;Tactical,XboxOne,78.0,3.5,Up to 18 
Vaporum,2017.0,FatbotGames,Role-Playing;Action RPG,PC,78.0,6.9,No Online Multiplayer
AR-K Episode 3: The Great Escape,2015.0,GatoSalvajeStudio,Adventure;General,PC,78.0,8.2,No Online Multiplayer
Tales From The Borderlands: Episode 2 - Atlas Mugged,2015.0,TelltaleGames,Adventure;General,PC,78.0,8.7,not specified
The Count Lucanor,2016.0,BaroqueDecay,Action Adventure;General,PC,78.0,7.7,No Online Multiplayer
Five Nights at Freddy's,2014.0,animdude,Action Adventure;Adventure;General;Survival,PC,78.0,7.1,not specified
Outlast,2014.0,RedBarrels,Horror;Action Adventure;Horror;Survival,PlayStation4,78.0,7.8,not specified
Pac-Man Championship Edition 2,2016.0,BandaiNamcoGames,Action;Arcade,PC,78.0,6.6,No Online Multiplayer
Call of Duty: Black Ops III - Zombies Chronicles,2017.0,Treyarch,Action;Shooter;First-Person;Arcade,PlayStation4,78.0,6.1,not specified
Crashlands,2016.0,ButterscotchShenanigans,Role-Playing;Action RPG,PC,78.0,8.2,No Online Multiplayer
Everybody's Gone to the Rapture,2015.0,TheChineseRoom,Action;General;General;Adventure;3D;First-Person,PlayStation4,78.0,6.5,not specified
Everybody's Golf,2017.0,"SCEI,ClapHanz",Traditional;Sports;Individual;Golf;Arcade,PlayStation4,78.0,7.7,Up to 20 
Shadows of Adam,2017.0,SomethingClassicGamesLLC,Role-Playing;Japanese-Style,PC,78.0,8.2,No Online Multiplayer
Flywrench,2017.0,Messhof,Action;General,PlayStation4,78.0,3.5,not specified
Dungelot: Shattered Lands,2016.0,"RedWinterSoftwareLimited,RedWinterSoftware",Role-Playing;Strategy;Turn-Based;General;Tactics,PC,78.0,6.8,No Online Multiplayer
Dying Light: The Following,2016.0,Techland,Action Adventure;Survival,PlayStation4,78.0,7.9,not specified
Teslagrad,2015.0,RainGames,Action;Platformer;2D,PlayStation4,78.0,6.7,not specified
Battlefield 3: End Game,2013.0,EADICE,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern;Arcade,PC,78.0,7.3,not specified
Deathtrap,2015.0,NeocoreGames,Strategy;General,PC,77.0,8.0,not specified
Yomawari: Midnight Shadows,2017.0,NipponIchiSoftware,Action Adventure;Survival,PlayStation4,77.0,6.7,not specified
Republique: Episode 1 - Exordium,2015.0,"Camouflaj,LLC",Action Adventure;Linear,PC,77.0,7.5,No Online Multiplayer
Nintendo Land,2012.0,Nintendo,Miscellaneous;Party;Party;Party / Minigame,WiiU,77.0,7.9,1-5 
Elite: Dangerous,2017.0,FrontierDevelopments,Simulation;Space;Civilian,PlayStation4,77.0,7.2,Massively Multiplayer
Puddle,2012.0,NekoEntertainment,Miscellaneous;Puzzle;Puzzle;Logic;Logic,PlayStationVita,77.0,5.5,1 Player
Game of Thrones: Episode One - Iron From Ice,2014.0,TelltaleGames,Action;Adventure;General;Point-and-Click,PlayStation4,77.0,7.3,not specified
Reigns,2016.0,Nerial,Simulation;General,PC,77.0,7.5,No Online Multiplayer
The Inner World,2017.0,HeadupGames,Adventure;General;Point-and-Click,XboxOne,77.0,2.4,not specified
Linelight,2017.0,MyDogZorro,Puzzle;Action,PlayStation4,77.0,5.5,not specified
Letter Quest: Grimm's Journey Remastered,2016.0,BaconBanditGames,Puzzle;Logic,XboxOne,77.0,6.4,not specified
Bridge Constructor Portal,2017.0,ClockStoneSoftware,Simulation;Virtual;Career,PC,77.0,6.5,No Online Multiplayer
Sherlock Holmes: Crimes & Punishments,2014.0,Frogwares,Adventure;General,PC,77.0,7.8,No Online Multiplayer
Life Goes On: Done to Death,2016.0,InfiniteMonkeys,Action;Platformer;2D,PlayStation4,77.0,6.8,not specified
Proteus,2013.0,EdKeyandDavidKanaga,Adventure;General;General;3D;First-Person;Fantasy,PlayStationVita,77.0,6.3,1 Player
Far Cry Primal,2016.0,UbisoftMontreal,Action;Shooter;First-Person;Arcade,XboxOne,77.0,6.4,No Online Multiplayer
Sky Force Anniversary,2016.0,InfiniteDreamsInc.,Action;Shooter;Shoot-'Em-Up;Vertical,XboxOne,77.0,5.2,not specified
Aven Colony,2017.0,"SoldOut,MothershipEntertainment",Strategy;Management;Government,XboxOne,77.0,7.0,No Online Multiplayer
Ultimate Marvel vs. Capcom 3,2016.0,Capcom,Action;Fighting;2D,PlayStation4,77.0,6.8,Up to 8 
Life is Strange: Before the Storm - Episode 3: Hell is Empty,2017.0,DeckNineGames,Action Adventure;General,PlayStation4,77.0,7.7,not specified
Pac-Man Championship Edition 2,2016.0,BandaiNamcoGames,Action;Arcade,PlayStation4,77.0,7.3,not specified
Street Fighter V,2016.0,Capcom,Action;Fighting;2D,PlayStation4,77.0,3.6,2 
Minecraft: Wii U Edition,2015.0,4JStudios,Action Adventure;Sandbox,WiiU,77.0,7.4,not specified
F1 2013,2013.0,Codemasters,Driving;Racing;Simulation;Formula One;Formula One;Automobile,PC,77.0,6.4,not specified
Expeditions: Conquistador,2013.0,LogicArtists,Role-Playing;General;General,PC,77.0,8.2,not specified
Life is Strange: Episode 1 - Chrysalis,2015.0,DONTNODEntertainment,Action Adventure;General,PC,77.0,8.6,not specified
Wasteland 2: Director's Cut,2015.0,InXileEntertainment,Role-Playing;Western-Style,XboxOne,77.0,7.0,not specified
Shu,2016.0,CoatsinkSoftware,Action;Platformer;2D,PlayStation4,77.0,6.4,not specified
RUSH,2013.0,TwoTribes,Miscellaneous;Puzzle;General,WiiU,77.0,7.5,not specified
LEGO Batman 2: DC Super Heroes,2013.0,TTGames,Action Adventure;Modern;General;Modern,WiiU,77.0,7.3,No Online Multiplayer
Virginia,2016.0,505Games,Adventure;3D;First-Person,PlayStation4,77.0,5.9,not specified
Giana Sisters: Twisted Dreams,2012.0,BlackForestGames,Action;Platformer;Platformer;2D;2D,PC,77.0,7.8,not specified
The Elder Scrolls Online: Morrowind,2017.0,ZeniMaxMedia,Role-Playing;Massively Multiplayer,PC,77.0,6.4,not specified
Figment,2017.0,BedtimeDigitalGames,Action;General,PC,77.0,7.2,No Online Multiplayer
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,2015.0,OmegaForce,2D;Action;Beat-'Em-Up;3D,PlayStation4,77.0,7.6,not specified
The Elder Scrolls Online: Tamriel Unlimited,2015.0,ZeniMaxMedia,First-Person;First-Person;Massively Multiplayer Online;Fantasy;Role-Playing;Massively Multiplayer,XboxOne,77.0,8.4,Massively Multiplayer
LEGO City Undercover,2017.0,TTGames,Action Adventure;Open-World,XboxOne,77.0,7.0,not specified
Baldur's Gate: Siege of Dragonspear,2016.0,OverhaulGames,Role-Playing;Western-Style,PC,77.0,3.6,not specified
Kerbal Space Program,2016.0,FlyingTigerDevelopment,Simulation;Space;Combat,PlayStation4,77.0,6.2,not specified
Life is Strange: Before the Storm,2017.0,DeckNineGames,Action Adventure;General,PlayStation4,77.0,7.9,No Online Multiplayer
The Escapists 2,2017.0,MouldyToofStudios,Action;General,XboxOne,77.0,5.8,not specified
Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,2017.0,CyberConnect2,Action;Fighting;3D,XboxOne,77.0,7.1,not specified
Furi,2016.0,TheGameBakers,Action;Fighting;3D,XboxOne,77.0,7.6,not specified
Element4l,2013.0,i-illusions,Action;Platformer;Platformer;2D;2D,PC,77.0,7.7,not specified
Anomaly 2,2013.0,11bitstudios,Action;Strategy;General;Real-Time;Sci-Fi;Sci-Fi;General,PC,77.0,7.9,not specified
Outlast 2,2017.0,RedBarrels,Action Adventure;Survival,XboxOne,77.0,6.5,not specified
Valiant Hearts: The Great War,2014.0,UbisoftMontpellier,Platformer;2D;Action;Platformer;2D,PlayStation4,77.0,8.4,not specified
