Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
ZEN Pinball 2: Aliens Vs. Pinball,2016.0,ZenStudios,Action;Pinball,PlayStation4,84.0,5.9,not specified
Child of Light,2014.0,UbisoftMontreal,Action;Role-Playing;General;General;General,WiiU,84.0,8.5,not specified
Hatsune Miku: Project Diva Future Tone - Colorful Tone,2017.0,Sega,Action;Rhythm;Music,PlayStation4,84.0,7.7,not specified
Hatsune Miku: Project Diva Future Tone - Future Sound,2017.0,Sega,Action;Rhythm;Music,PlayStation4,84.0,7.6,not specified
Final Fantasy IX,2016.0,SquareEnix,Role-Playing;Japanese-Style,PC,84.0,8.5,No Online Multiplayer
FRU,2016.0,ThroughGames,Miscellaneous;Puzzle;Action,XboxOne,84.0,6.8,not specified
FTL: Faster Than Light,2012.0,SubsetGames,Simulation;Sci-Fi;Space;Small Spaceship;Small Spaceship;Combat,PC,84.0,8.4,not specified
Xenoblade Chronicles X,2015.0,MonolithSoft,Action RPG;Role-Playing;Action RPG,WiiU,84.0,8.9,Up to 32 
Resogun,2013.0,"Housemarque,XDEV",Shooter;Scrolling;Action;Shooter;Scrolling;Shoot-'Em-Up;Horizontal,PlayStation4,84.0,7.8,not specified
SOMA,2015.0,FrictionalGames,Horror;Horror;Action Adventure;Survival,PC,84.0,8.4,No Online Multiplayer
Thimbleweed Park,2017.0,RonGilbertandGaryWinnick,Adventure;Point-and-Click,XboxOne,84.0,7.0,not specified
Metro Redux,2014.0,4AGames,Action;Miscellaneous;Shooter;Compilation;First-Person;Sci-Fi,XboxOne,84.0,8.2,not specified
NieR: Automata,2017.0,PlatinumGames,Role-Playing;Action RPG,PC,84.0,8.4,No Online Multiplayer
Nioh: Complete Edition,2017.0,TeamNinja,Role-Playing;Action RPG,PC,84.0,6.7,Online Multiplayer
ICEY,2016.0,"ShanghaiFantaBladeNetworkTechnologyCo.,Ltd.",Action;Platformer;2D,PC,84.0,7.4,No Online Multiplayer
Grim Fandango Remastered,2015.0,DoubleFineProductions,Adventure;3D;Third-Person;Fantasy,PC,84.0,8.1,No Online Multiplayer
Mutant Mudds Deluxe,2013.0,RenegadeKid,Action;Platformer;Platformer;2D;2D,WiiU,84.0,7.3,not specified
Thimbleweed Park,2017.0,RonGilbertandGaryWinnick,Adventure;Point-and-Click,PC,84.0,8.1,No Online Multiplayer
Assault Android Cactus,2017.0,WitchBeam,Action;Shooter;Shoot-'Em-Up;Top-Down,XboxOne,84.0,8.0,No Online Multiplayer
Fallout 4,2015.0,BethesdaGameStudios,General;Role-Playing;Western-Style,PC,84.0,5.5,No Online Multiplayer
Lara Croft GO,2016.0,SquareEnix,Strategy;Turn-Based;General,PlayStation4,84.0,5.5,not specified
Oddworld: Abe's Oddysee - New 'n' Tasty,2014.0,JustAddWater,Platformer;2D;Action;Platformer;2D,PlayStation4,84.0,7.8,not specified
Madden NFL 16,2015.0,EASports,Sports;Team;Football;Sim,XboxOne,84.0,6.0,not specified
Minecraft: PlayStation Vita Edition,2014.0,"4JStudios,MojangAB",Action Adventure;Adventure;3D;Sandbox;First-Person;Fantasy;Fantasy,PlayStationVita,84.0,7.7,Up to 4 
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,2013.0,GaijinGames,Action;Miscellaneous;Rhythm;Music;Music,WiiU,84.0,8.1,not specified
New Super Mario Bros. U,2012.0,Nintendo,Action;Platformer;Platformer;2D;2D,WiiU,84.0,8.1,1-5 
FIFA 17,2016.0,"EASports,EAVancouver",Sports;Team;Soccer;Sim,PC,84.0,4.1,not specified
PixelJunk Monsters: Ultimate HD,2013.0,DoubleEleven,Strategy;Real-Time;Fantasy;Fantasy;Defense,PlayStationVita,84.0,7.6,not specified
Zero Escape: Virtue's Last Reward,2012.0,ChunSoft,Adventure;General;General;Visual Novel,PlayStationVita,84.0,8.8,No Online Multiplayer
Hitman - Episode 2: Sapienza,2016.0,IoInteractive,Action Adventure;General,PlayStation4,84.0,7.0,not specified
Project CARS 2,2017.0,SlightlyMadStudios,Racing;Simulation;Automobile,PC,84.0,6.9,Online Multiplayer
BioShock: The Collection,2016.0,2KGames,Action;Miscellaneous;Shooter;Compilation;First-Person;Arcade,PlayStation4,84.0,8.6,not specified
The Wolf Among Us: Episode 5 - Cry Wolf,2014.0,TelltaleGames,Fantasy;Action Adventure;Adventure;General;Fantasy;Point-and-Click,PC,84.0,8.8,not specified
The End Is Nigh,2017.0,"EdmundMcMillen,TylerGlaiel",Action;Platformer;2D,PC,84.0,7.7,No Online Multiplayer
Hitman,2016.0,IoInteractive,Modern;Action Adventure;General,PlayStation4,84.0,8.0,No Online Multiplayer
SpeedRunners,2016.0,DoubleDutchGames,Action;General;General;Platformer;2D,PC,84.0,8.0,Online Multiplayer
FIFA 16,2015.0,EASports,Sports;Team;Soccer;Sim,XboxOne,84.0,4.4,not specified
FIFA 18,2017.0,EAVancouver,Sports;Team;Soccer;Sim,PlayStation4,84.0,3.3,Up to 22 
Assassin's Creed Origins,2017.0,"Ubisoft,UbisoftMontreal",Action Adventure;Open-World,PC,84.0,6.7,No Online Multiplayer
Final Fantasy X / X-2 HD Remaster,2015.0,Virtuos,Miscellaneous;Compilation,PlayStation4,84.0,8.3,No Online Multiplayer
Ultimate General: Gettysburg,2014.0,Game-Labs,Strategy;Real-Time;General;Military,PC,84.0,7.9,not specified
Trine 2: Complete Story,2013.0,"Frozenbyte,Inc.",Platformer;2D;Action;Platformer;2D,PlayStation4,84.0,7.7,not specified
Final Fantasy XV,2016.0,SquareEnix,Action RPG;Role-Playing;Action RPG,XboxOne,83.0,7.0,Up to 4 
DmC: Devil May Cry Definitive Edition,2015.0,"NinjaTheory,QLOC",Fantasy;Action Adventure;General;Linear,PlayStation4,83.0,7.4,not specified
Pro Evolution Soccer 2018,2017.0,Konami,Sports;Team;Soccer;Sim,PlayStation4,83.0,7.2,Up to 6 
Grim Dawn,2016.0,CrateEntertainment,Action RPG;Role-Playing;Action RPG,PC,83.0,8.4,not specified
Gunpoint,2013.0,TomFrancis,Miscellaneous;Puzzle;General;Puzzle;General,PC,83.0,8.4,not specified
Detention,2017.0,RedCandleGame,Adventure;General,PC,83.0,7.8,No Online Multiplayer
Hakuoki: Kyoto Winds,2017.0,"IdeaFactory,Otomate",Adventure;Visual Novel,PlayStationVita,83.0,7.3,not specified
SMITE,2014.0,Hi-RezStudios,Role-Playing;Strategy;Real-Time;Massively Multiplayer Online;Fantasy;MOBA;MOBA,PC,83.0,8.2,not specified
FIFA 18,2017.0,EAVancouver,Sports;Team;Soccer;Sim,XboxOne,83.0,3.1,not specified
Final Fantasy X / X-2 HD Remaster,2016.0,SquareEnix,Miscellaneous;Compilation,PC,83.0,8.6,No Online Multiplayer
Guild Wars 2: Path of Fire,2017.0,ArenaNet,Role-Playing;Massively Multiplayer,PC,83.0,7.9,not specified
Sonic Mania,2017.0,"SegaSoft,Sega,PagodaWestGames",Action;Platformer;2D,XboxOne,83.0,8.2,not specified
Hellblade: Senua's Sacrifice,2017.0,NinjaTheory,Action Adventure;General,PC,83.0,8.3,No Online Multiplayer
Assassin's Creed IV: Black Flag,2013.0,Ubisoft,Action Adventure;Historic;Historic;Open-World,PlayStation4,83.0,7.9,Up to 8 
Life is Strange,2015.0,DONTNODEntertainment,Action Adventure;Sci-Fi;General,PC,83.0,8.7,No Online Multiplayer
Steins;Gate,2015.0,5pb,Adventure;General;Visual Novel,PlayStationVita,83.0,8.8,not specified
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,2013.0,GaijinGames,Action;Miscellaneous;Rhythm;Music;Music,PlayStationVita,83.0,7.2,not specified
Darkest Dungeon,2016.0,RedHookStudios,Role-Playing;General,PlayStation4,83.0,7.5,No Online Multiplayer
Deus Ex: Mankind Divided,2016.0,"EidosMontreal,NixxesSoftware",Action Adventure;General,PC,83.0,6.6,No Online Multiplayer
Bleed 2,2017.0,BootdiskRevolution,Action;Platformer;2D,PC,83.0,7.3,not specified
Resident Evil HD Remaster,2015.0,Capcom,Horror;Action Adventure;Survival,PlayStation4,83.0,8.3,No Online Multiplayer
Devil Daggers,2016.0,Sorath,Action;Shooter;First-Person;Arcade,PC,83.0,7.1,No Online Multiplayer
Puyo Puyo Tetris,2017.0,"Sega,SonicTeam",Puzzle;Stacking,PlayStation4,83.0,7.5,Up to 4 
The Blackwell Epiphany,2014.0,WadjetEyeGames,General;General;Adventure;Point-and-Click,PC,83.0,7.7,not specified
Tekken Tag Tournament 2: Wii U Edition,2012.0,NamcoBandaiGames,Action;Fighting;Fighting;3D;3D,WiiU,83.0,8.0,Up to 4 
Call of Duty: Modern Warfare Remastered,2016.0,InfinityWard,Arcade;Action;Shooter;First-Person;Tactical,PlayStation4,83.0,6.9,Up to 18 
ZEN Pinball 2: Portal Pinball,2015.0,ZenStudios,Action;Pinball,PlayStation4,83.0,4.9,not specified
Star Wars Pinball,2013.0,ZenStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,WiiU,83.0,7.2,not specified
Project CARS,2015.0,SlightlyMadStudios,Driving;General;Racing;Simulation;General;Automobile,PC,83.0,7.1,not specified
Dragon Quest Builders,2016.0,SquareEnix,Action Adventure;Sandbox,PlayStation4,83.0,8.1,No Online Multiplayer
Transistor,2014.0,SupergiantGames,Role-Playing;Action RPG;Action RPG,PlayStation4,83.0,8.2,not specified
Lumines: Electronic Symphony,2012.0,QEntertainment,Miscellaneous;Puzzle;General;Puzzle;Matching;General,PlayStationVita,83.0,7.9,not specified
Destiny 2,2017.0,"BungieSoftware,Bungie",Action;Shooter;First-Person;Arcade,PC,83.0,3.5,Up to 16 
Final Fantasy XIV Online: A Realm Reborn,2013.0,SquareEnix,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,83.0,6.8,Massively Multiplayer
Card Hunter (2013),2013.0,BlueManchu,Strategy;General,PC,83.0,7.9,not specified
Madden NFL 17,2016.0,EASports,Sports;Team;Football;Sim,XboxOne,83.0,5.6,2 
This War of Mine,2014.0,11bitstudios,Action;Strategy;Real-Time;General,PC,83.0,8.4,No Online Multiplayer
SteamWorld Dig,2015.0,Image&Form,Action;Action Adventure;General;Platformer;2D,XboxOne,83.0,7.8,not specified
Oddworld: Stranger's Wrath HD,2012.0,JustAddWater,Action Adventure;Fantasy;General;Fantasy,PlayStationVita,83.0,8.2,not specified
Orcs Must Die! 2,2012.0,RobotEntertainment,Action;Strategy;General;Real-Time;General;Defense,PC,83.0,7.9,not specified
Metro Redux,2014.0,4AGames,Action;Miscellaneous;Shooter;Compilation;First-Person;Sci-Fi,PlayStation4,83.0,8.1,not specified
Hitman,2016.0,IoInteractive,Modern;Action Adventure;General,PC,83.0,7.3,No Online Multiplayer
The Swapper,2014.0,FacepalmGames,Action;Platformer;2D,PlayStation4,83.0,7.6,not specified
LEGO Marvel Super Heroes,2013.0,TTGames,Action Adventure;Fantasy;General;Fantasy,PlayStation4,83.0,7.7,No Online Multiplayer
Metal Gear Rising: Revengeance,2014.0,PlatinumGames,Action;Action Adventure;Shooter;General;Modern;Third-Person;Tactical;Modern,PC,83.0,7.9,No Online Multiplayer
Starseed Pilgrim,2013.0,Droqen,Simulation;General;General,PC,83.0,6.1,not specified
Alan Wake,2012.0,RemedyEntertainment,Action Adventure;Modern;Horror;Horror;Survival,PC,83.0,8.0,not specified
Monaco: What's Yours Is Mine,2013.0,PocketwatchGames,Adventure;General;General,PC,83.0,7.7,1-4 
Deus Ex: Mankind Divided,2016.0,EidosMontreal,Action Adventure;General,XboxOne,83.0,7.3,No Online Multiplayer
Castle Crashers Remastered,2015.0,TheBehemoth,Action;Beat-'Em-Up;2D,XboxOne,83.0,7.3,not specified
Transistor,2014.0,SupergiantGames,Role-Playing;Action RPG;Action RPG,PC,83.0,8.3,No Online Multiplayer
Mutant Mudds: Super Challenge,2016.0,RenegadeKid,Action;Platformer;2D,WiiU,83.0,7.2,not specified
Child of Light,2014.0,UbisoftMontreal,Role-Playing;General,PlayStationVita,83.0,7.9,2 
Zero Escape: Zero Time Dilemma,2016.0,"SpikeChunsoft,Chime",Adventure;Visual Novel,PlayStationVita,83.0,8.3,not specified
Call of Duty: Advanced Warfare,2014.0,SledgehammerGames,Action;Shooter;First-Person;Modern;Arcade,PlayStation4,83.0,5.7,Up to 18 
The Sexy Brutale,2017.0,"TequilaWorks,CavalierGameStudios",Adventure;General,PC,83.0,8.1,No Online Multiplayer
MLB 14: The Show,2014.0,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation4,83.0,7.6,not specified
Helldivers,2015.0,ArrowheadGameStudios,Action;Shooter;Third-Person;Arcade,PC,83.0,7.0,not specified
Project CARS,2015.0,SlightlyMadStudios,Driving;Racing;Simulation;General;Automobile,PlayStation4,83.0,6.6,Up to 16 
Mortal Kombat X,2015.0,"WarnerBros.InteractiveEntertainment,NetherRealmStudios",Action;Fighting;2D;3D,PlayStation4,83.0,7.8,Up to 10 
Valdis Story: Abyssal City,2013.0,EndlessFluff,Action;Platformer;Platformer;2D;2D,PC,83.0,8.0,not specified
NBA 2K15,2014.0,VisualConcepts,Sports;Traditional;Team;Basketball;Sim,PlayStation4,83.0,6.9,Up to 10 
Danganronpa 1-2 Reload,2017.0,SpikeChunsoft,Miscellaneous;Compilation,PlayStation4,83.0,8.3,No Online Multiplayer
Madden NFL 16,2015.0,EASports,Sports;Team;Football;Sim,PlayStation4,83.0,5.9,2 
Freedom Planet,2014.0,GalaxyTrail,Action;Platformer;2D,PC,83.0,8.2,No Online Multiplayer
Gravity Rush,2012.0,SCEJapanStudio,Action;Action Adventure;Platformer;Platformer;Open-World;3D;3D,PlayStationVita,83.0,8.6,not specified
Horizon Zero Dawn: The Frozen Wilds,2017.0,Guerrilla,Role-Playing;Action RPG,PlayStation4,83.0,8.1,No Online Multiplayer
SUPERHOT,2017.0,SUPERHOT,Action;Shooter;First-Person;Tactical,PlayStation4,83.0,7.1,not specified
SUPERHOT,2016.0,SUPERHOT,Modern;Action;Shooter;First-Person;Tactical,XboxOne,83.0,7.9,not specified
CastleStorm,2013.0,ZenStudios,Strategy;General,WiiU,83.0,7.8,not specified
Path of Exile: The Fall of Oriath,2017.0,GrindingGearGames,Role-Playing;Action RPG,XboxOne,83.0,7.5,Up to 6 
The Legend of Heroes: Trails in the Sky the 3rd,2017.0,Falcom,Role-Playing;Japanese-Style,PC,83.0,7.7,not specified
SteamWorld Heist,2016.0,Image&Form,Strategy;Turn-Based;General,PlayStation4,83.0,7.4,not specified
ABZU,2016.0,GiantSquid,Action Adventure;Adventure;General;3D;Third-Person,PC,83.0,6.9,No Online Multiplayer
Little Nightmares,2017.0,TarsierStudios,Action Adventure;General;Linear,XboxOne,83.0,7.8,not specified
Luftrausers,2014.0,Vlambeer,Action;General;Shooter;Shoot-'Em-Up;Top-Down,PlayStationVita,83.0,7.3,not specified
Tales From The Borderlands: Episode 3 - Catch A Ride,2015.0,TelltaleGames,Adventure;General,PlayStation4,83.0,7.6,not specified
Life is Strange: Episode 5 - Polarized,2015.0,DONTNODEntertainment,Action Adventure;General,PC,83.0,8.4,not specified
SteamWorld Dig,2014.0,Image&Form,Action;Action Adventure;General;Platformer;2D,WiiU,83.0,8.0,not specified
BROFORCE,2014.0,FreeLives,Platformer;2D;Action;Platformer;2D,PC,83.0,8.0,not specified
Superbrothers: Sword & Sworcery EP,2012.0,CapyGames,Adventure;General;General,PC,83.0,6.4,No Online Multiplayer
Steel Division: Normandy 44,2017.0,EugenSystems,Strategy;Real-Time;General;Tactics,PC,83.0,7.6,Online Multiplayer
Hearts of Iron IV,2016.0,ParadoxDevelopmentStudio,Historic;Strategy;Real-Time;General,PC,83.0,7.1,not specified
Duskers,2016.0,MisfitsAttic,Strategy;General,PC,83.0,7.1,No Online Multiplayer
Severed,2016.0,DrinkBoxStudios,Action Adventure;General,WiiU,83.0,8.4,not specified
Door Kickers,2014.0,KillHouseGames,Modern;Modern;Strategy;Real-Time;General;Tactics,PC,83.0,7.9,Online Multiplayer
Counter-Strike: Global Offensive,2012.0,ValveSoftware,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern,PC,83.0,7.6,Up to 10 
Resident Evil 7: biohazard,2017.0,Capcom,Action Adventure;Survival,PC,83.0,7.7,No Online Multiplayer
OlliOlli2: XL Edition,2016.0,roll7,Sports;Individual;Skate / Skateboard,XboxOne,83.0,5.8,not specified
Donkey Kong Country: Tropical Freeze,2014.0,RetroStudios,Platformer;2D;Action;Platformer;2D,WiiU,83.0,8.9,No Online Multiplayer
Batman: The Telltale Series - Episode 2: Children of Arkham,2016.0,TelltaleGames,Adventure;Point-and-Click,XboxOne,83.0,6.6,not specified
Outland,2014.0,"Housemarque,KnockoutGames",Action;Platformer;2D,PC,83.0,7.3,not specified
ZEN Pinball 2: The Walking Dead,2014.0,ZenStudios,Action;Miscellaneous;Parlor;Pinball,PlayStation4,83.0,6.0,not specified
BlazBlue: Continuum Shift Extend,2012.0,ArcSystemWorks,Action;Fighting;Fighting;2D;2D,PlayStationVita,83.0,7.5,Up to 6 
"Invisible, Inc.",2015.0,KleiEntertainment,Sci-Fi;Strategy;Turn-Based;General;Tactics,PC,82.0,8.0,not specified
SOMA,2017.0,FrictionalGames,Action Adventure;Survival,XboxOne,82.0,8.1,not specified
Dark Souls II: Crown of the Ivory King,2014.0,NamcoBandaiGames,Role-Playing;Action RPG,PC,82.0,8.1,not specified
Gears of War: Ultimate Edition,2015.0,"SplashDamage,TheCoalition",Action;Shooter;Third-Person;Arcade,XboxOne,82.0,7.6,Up to 8 
Ys: Memories of Celceta,2013.0,Falcom,Role-Playing;Action RPG;Action RPG,PlayStationVita,82.0,8.7,1 Player
Super Hydorah,2017.0,Locomalito,Action;Shooter;Shoot-'Em-Up;Horizontal,XboxOne,82.0,7.5,not specified
Watch Dogs 2,2016.0,UbisoftMontreal,Action Adventure;Open-World,PlayStation4,82.0,7.8,Up to 4 
Hand of Fate 2,2017.0,DefiantDevelopment,Miscellaneous;Board / Card Game,PlayStation4,82.0,7.7,not specified
FIFA 16,2015.0,EASports,Sports;Team;Soccer;Sim,PlayStation4,82.0,4.3,Up to 22 
Nuclear Throne,2015.0,Vlambeer,General;Action;General;Shooter;Shoot-'Em-Up;Top-Down,PlayStation4,82.0,6.3,not specified
Stealth Inc 2: A Game of Clones,2015.0,CurveDigital,Action;Platformer;2D,XboxOne,82.0,6.9,not specified
Dark Souls III: The Ringed City,2017.0,FromSoftware,Role-Playing;Action RPG,PC,82.0,8.3,not specified
The Sexy Brutale,2017.0,"AbstractionGames,TequilaWorks,CavalierGameStudios",Adventure;General,XboxOne,82.0,7.5,not specified
Child of Light,2014.0,UbisoftMontreal,Action;General;General;Role-Playing;General,XboxOne,82.0,7.6,not specified
L.A. Noire: The VR Case Files,2017.0,RockstarGames,Adventure;3D;First-Person,PC,82.0,6.6,not specified
The Banner Saga 2,2016.0,Stoic,Role-Playing;General;Strategy;Turn-Based;Tactics,PC,82.0,8.3,No Online Multiplayer
LEGO Marvel Super Heroes,2013.0,TTGames,Action Adventure;Fantasy;General;Fantasy,WiiU,82.0,7.9,not specified
Kentucky Route Zero - Act II,2013.0,CardboardComputer,Adventure;General;General,PC,82.0,8.1,not specified
Project CARS 2,2017.0,"BandaiNamcoGames,SlightlyMadStudios",Racing;Simulation;Automobile,PlayStation4,82.0,6.1,Up to 16 
Football Manager 2018,2017.0,SportsInteractive,Sports;Team;Football;Sim,PC,82.0,5.5,not specified
Tom Clancy's Splinter Cell: Blacklist,2013.0,UbisoftToronto,Action Adventure;Modern;General;Modern,PC,82.0,7.5,not specified
SUPERHOT,2016.0,SUPERHOT,Modern;Action;Shooter;First-Person;Tactical,PC,82.0,7.5,not specified
The Pinball Arcade,2013.0,FarsightStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,PlayStation4,82.0,6.8,No Online Multiplayer
Monster Hunter 3 Ultimate,2013.0,Capcom,Role-Playing;Action Adventure;Fantasy;Action RPG,WiiU,82.0,8.2,No Online Multiplayer
Borderlands: The Handsome Collection,2015.0,"GearboxSoftware,IronGalaxyStudios",Miscellaneous;Compilation,PlayStation4,82.0,7.9,Up to 4 
Forza Horizon 2: Storm Island,2014.0,PlaygroundGames,Driving;GT / Street;Racing;Simulation;Automobile,XboxOne,82.0,7.4,not specified
Super Stardust Delta,2012.0,Housemarque,General;Action;Shooter;Shooter;Static;Static;Shoot-'Em-Up;Top-Down,PlayStationVita,82.0,8.0,not specified
Madden NFL 18,2017.0,ElectronicArts,Sports;Team;Football;Sim,PlayStation4,82.0,3.7,Up to 6 
Geometry Wars 3: Dimensions,2014.0,LucidGames,Action;Shooter;Static;Shoot-'Em-Up;Top-Down,XboxOne,82.0,7.7,not specified
Stealth Inc 2: A Game of Clones,2014.0,CurveDigital,Action;Platformer;2D,WiiU,82.0,8.3,not specified
RiME,2017.0,TequilaWorks,Action;Adventure;General;3D;Third-Person,XboxOne,82.0,6.9,not specified
Tekken 7,2017.0,BandaiNamcoGames,Action;Fighting;3D,PC,82.0,6.7,Online Multiplayer
Runbow,2015.0,13AMGames,Action;General;Platformer;2D,WiiU,82.0,7.8,not specified
Madden NFL 17,2016.0,EASports,Sports;Team;Football;Sim,PlayStation4,82.0,4.4,2 
Sokobond,2013.0,AlanHazelden&HarryLee,Miscellaneous;Puzzle;Action;Puzzle;Action,PC,82.0,7.7,1 Player
Quell Memento,2013.0,FallenTreeGames,Miscellaneous;Puzzle;Puzzle;Logic;Logic,PlayStationVita,82.0,7.6,not specified
F1 2016,2016.0,Codemasters,Racing;Simulation;Automobile,PlayStation4,82.0,8.2,Up to 22 
Lovers in a Dangerous Spacetime,2015.0,AsteroidBase,Platformer;2D;Action;Shooter;Shoot-'Em-Up;Horizontal,XboxOne,82.0,7.4,not specified
N++,2015.0,MetanetSoftwareInc.,Platformer;2D;Action;Platformer;2D,PlayStation4,82.0,6.5,not specified
Pro Evolution Soccer 2015,2014.0,Konami,Action;General;Sports;Traditional;Team;Soccer;Sim,PlayStation4,82.0,7.1,Up to 22 
Antichamber,2013.0,Demruth,Miscellaneous;Puzzle;General;Puzzle;General,PC,82.0,8.3,not specified
Dark Souls III: The Ringed City,2017.0,FromSoftware,Role-Playing;Action RPG,PlayStation4,82.0,8.2,not specified
Danganronpa: Trigger Happy Havoc,2016.0,SpikeChunsoft,Adventure;Visual Novel,PC,82.0,8.5,No Online Multiplayer
Hearthstone: Blackrock Mountain,2015.0,BlizzardEntertainment,Strategy;Turn-Based;Card Battle,PC,82.0,6.0,not specified
I Expect You To Die,2016.0,SchellGames,Adventure;3D;First-Person,PlayStation4,82.0,7.8,not specified
Hacknet,2015.0,Orann,General;Miscellaneous;General,PC,82.0,7.9,No Online Multiplayer
The Walking Dead: A Telltale Games Series - The Complete First Season,2013.0,TelltaleGames,Miscellaneous;Adventure;Compilation;Compilation;Point-and-Click,PlayStationVita,82.0,8.6,not specified
FIFA 15,2014.0,EASports,Sports;Traditional;Team;Soccer;Sim,XboxOne,82.0,5.4,not specified
Sins of a Solar Empire: Rebellion,2012.0,IroncladGames,Strategy;General;General,PC,82.0,7.9,Online Multiplayer
The Talos Principle: Road To Gehenna,2015.0,Croteam,Adventure;3D;First-Person,PC,82.0,7.7,not specified
Stellaris - Utopia,2017.0,ParadoxDevelopmentStudio,Strategy;Real-Time;General,PC,82.0,8.3,not specified
Tales From The Borderlands: Episode 1 - Zer0 Sum,2014.0,TelltaleGames,Miscellaneous;General;Adventure;General,XboxOne,82.0,8.2,not specified
King's Quest Chapter 1: A Knight to Remember,2015.0,TheOddGentlemen,Adventure;General,PC,82.0,7.3,not specified
Galak-Z: The Dimensional,2015.0,17-Bit,General;Shooter;Scrolling;Scrolling;Action;Shooter;Shoot-'Em-Up;Vertical,PlayStation4,82.0,7.2,not specified
Sportsfriends,2014.0,DieGuteFabrik,Sports;Miscellaneous;General;Party;Party / Minigame,PlayStation4,82.0,6.3,not specified
Hand of Fate 2,2017.0,DefiantDevelopment,Miscellaneous;Board / Card Game,XboxOne,82.0,7.1,not specified
Pyre,2017.0,SupergiantGames,Role-Playing;General,PC,82.0,8.0,not specified
10 Second Ninja X,2016.0,GameDesignDan,Action;Platformer;2D,XboxOne,82.0,4.5,not specified
Endless Legend,2014.0,AmplitudeStudios,Strategy;Turn-Based;General;4X,PC,82.0,7.9,Online Multiplayer
The Evil Within 2,2017.0,TangoGameworks,Action Adventure;Survival,XboxOne,82.0,9.2,not specified
Kero Blaster,2014.0,StudioPixel,General;Action;Platformer;Shooter;2D;Scrolling;Shoot-'Em-Up;Vertical,PC,82.0,7.2,No Online Multiplayer
Skullgirls: 2nd Encore,2015.0,LabZeroGames,Action;Fighting;2D,PlayStation4,82.0,7.5,2 
"Invisible, Inc. Console Edition",2016.0,KleiEntertainment,General;Strategy;Turn-Based;Tactics,PlayStation4,82.0,7.0,not specified
The Elder Scrolls V: Skyrim Special Edition,2016.0,BethesdaGameStudios,Role-Playing;Western-Style,XboxOne,82.0,7.2,No Online Multiplayer
VIDEOBALL,2016.0,ActionButtonEntertainment,Sports;General,PC,82.0,7.3,not specified
The Wolf Among Us: Episode 3 - A Crooked Mile,2014.0,TelltaleGames,Fantasy;Action Adventure;Adventure;General;Fantasy;Point-and-Click,PC,82.0,8.6,not specified
Resident Evil 4,2016.0,Capcom,Action Adventure;Survival,PlayStation4,82.0,8.1,No Online Multiplayer
XCOM: Enemy Unknown Plus,2016.0,FiraxisGames,Strategy;Turn-Based;General,PlayStationVita,82.0,8.0,not specified
Legend of Grimrock,2012.0,AlmostHuman,Role-Playing;General;General,PC,82.0,8.1,not specified
Dishonored: Death of the Outsider,2017.0,ArkaneStudios,Action Adventure;General,PlayStation4,82.0,7.1,No Online Multiplayer
Pro Evolution Soccer 2018,2017.0,Konami,Sports;Team;Soccer;Sim,XboxOne,82.0,6.5,not specified
Lovers in a Dangerous Spacetime,2016.0,AsteroidBase,Action;Shooter;Shoot-'Em-Up;Horizontal,PlayStation4,82.0,6.9,not specified
Borderlands 2: Mr. Torgue's Campaign of Carnage,2012.0,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,82.0,7.4,not specified
Crusader Kings II,2012.0,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General;Historic,PC,82.0,8.7,Online Multiplayer
Art Academy: Home Studio,2015.0,HeadstrongGames,Miscellaneous;Edutainment,WiiU,82.0,7.9,not specified
Art of Balance,2014.0,Shin'en,Puzzle;General,WiiU,82.0,8.5,not specified
NBA 2K15,2014.0,VisualConcepts,Sports;Traditional;Team;Basketball;Sim,XboxOne,82.0,6.3,Up to 10 
Child of Light,2014.0,UbisoftMontreal,Action;General;General;Role-Playing;General,PlayStation4,82.0,8.0,not specified
The Last Guardian,2016.0,SCEJapanStudio,Fantasy;Fantasy;Action Adventure;Linear,PlayStation4,82.0,8.2,No Online Multiplayer
Technobabylon,2015.0,Technocrat,Adventure;General;Point-and-Click,PC,82.0,7.7,not specified
World of Warcraft: Mists of Pandaria,2012.0,BlizzardEntertainment,Fantasy;Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,82.0,4.9,Massively Multiplayer
FIFA 15,2014.0,EASports,Sports;Traditional;Team;Soccer;Sim,PC,82.0,4.3,not specified
Forza Motorsport 7,2017.0,Turn10,Racing;Simulation;Automobile,PC,82.0,4.1,not specified
ETHER One,2014.0,WhitePaperGames,General;Adventure;General;3D;First-Person,PC,82.0,6.9,not specified
The Vanishing of Ethan Carter,2014.0,TheAstronauts,Miscellaneous;Adventure;General;3D;First-Person,PC,82.0,8.1,No Online Multiplayer
